,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_LE,CODE_GENDER_LE,FLAG_OWN_CAR_LE,FLAG_OWN_REALTY_LE,NAME_TYPE_SUITE_LE,NAME_INCOME_TYPE_LE,NAME_EDUCATION_TYPE_LE,NAME_FAMILY_STATUS_LE,NAME_HOUSING_TYPE_LE,OCCUPATION_TYPE_LE,WEEKDAY_APPR_PROCESS_START_LE,ORGANIZATION_TYPE_LE,TARGET
10822,247252,2,9.0,84.0,3.0,70.0,0.031329,41.0,23.0,16.0,12.0,1,1,0,1,0,0,4.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,6,2,30,0
54339,372718,2,10.0,129.0,4.0,112.0,0.01885,36.0,1.0,20.0,10.0,1,1,1,1,0,0,4.0,2,2,17,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,7,3,1,1,16,4,33,1
44950,225576,0,14.0,59.0,3.0,47.0,0.016612,43.0,-1001.0,17.0,6.0,1,0,0,1,0,1,2.0,2,2,13,0,0,0,0,0,0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,1,3,4,1,1,17,5,57,0
67419,119303,2,16.0,29.0,1.0,25.0,0.018634,29.0,6.0,26.0,8.0,1,1,0,1,0,0,4.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,0,6,7,4,1,1,4,5,5,1
18953,416093,1,8.0,45.0,2.0,45.0,0.028663,45.0,8.0,7.0,0.0,1,1,1,1,1,1,3.0,2,2,10,0,0,0,0,0,0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,17,2,51,0
3719,450217,0,32.0,144.0,5.0,119.0,0.04622,31.0,9.0,0.0,9.0,1,1,0,1,0,0,2.0,1,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,0,0,1,6,7,4,1,1,14,3,5,0
40758,382384,0,11.0,81.0,2.0,68.0,0.005002,63.0,-1001.0,13.0,13.0,1,0,0,1,0,1,2.0,3,3,13,0,0,0,0,0,0,6.0,1.0,6.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,3,4,1,2,17,4,57,1
90419,105603,0,11.0,50.0,4.0,45.0,0.035792,53.0,9.0,6.0,8.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,1,1,4,1,1,4,4,3,1
3343,190967,0,14.0,27.0,1.0,23.0,0.0105,43.0,4.0,27.0,11.0,1,1,0,1,0,0,2.0,3,3,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,1,4,0,2,8,4,21,1
37788,356713,1,16.0,49.0,3.0,45.0,0.010147,34.0,1.0,33.0,11.0,1,1,0,1,0,0,3.0,2,2,18,0,0,0,0,0,0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,6,7,4,1,1,14,1,21,1
31843,194449,0,14.0,17.0,2.0,16.0,0.010643,40.0,9.0,22.0,14.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,1,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,6,7,4,3,1,17,5,42,1
56062,191517,0,14.0,28.0,1.0,18.0,0.020713,26.0,1.0,2.0,2.0,1,1,0,1,0,0,1.0,3,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,1,1,7,4,3,1,14,1,5,1
54799,170914,0,16.0,130.0,4.0,114.0,0.031329,47.0,25.0,13.0,2.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,4,1,1,1,3,1,39,1
16330,276295,0,12.0,20.0,1.0,20.0,0.026392,45.0,1.0,18.0,0.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,2.0,2.0,2.0,1.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,0,1,5,1,4,1,1,14,1,5,0
70010,252908,2,10.0,41.0,1.0,27.0,0.0072739999999999,33.0,7.0,16.0,8.0,1,1,0,1,0,0,4.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,1,1,4,1,40,1
23259,117504,0,11.0,54.0,2.0,45.0,0.009549,50.0,1.0,4.0,5.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,1,1,0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,3,1,14,1,5,0
73132,313493,0,16.0,55.0,3.0,45.0,0.04622,25.0,1.0,23.0,5.0,1,1,0,1,0,0,1.0,1,1,15,0,0,0,0,1,1,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,7,4,3,5,4,4,21,1
49666,148302,0,14.0,18.0,1.0,18.0,0.010147,47.0,1.0,4.0,2.0,1,1,0,1,1,0,1.0,2,2,15,0,1,1,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,6,7,4,4,1,8,5,19,1
25053,366598,0,16.0,42.0,2.0,32.0,0.016612,52.0,17.0,19.0,7.0,1,1,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,6,7,4,0,1,8,0,7,1
41541,384905,0,43.0,130.0,4.0,130.0,0.072508,44.0,2.0,19.0,7.0,1,1,0,1,1,0,2.0,1,1,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,6,7,1,1,1,0,2,5,1
77583,351563,0,40.0,27.0,1.0,27.0,0.0105,56.0,8.0,35.0,2.0,1,1,0,1,0,0,2.0,3,3,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1,1,1,1,6,7,4,1,1,4,6,42,1
68473,434424,0,11.0,68.0,2.0,68.0,0.0145199999999999,57.0,-1001.0,6.0,12.0,1,0,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,3,4,1,1,17,1,57,1
57381,368661,0,18.0,129.0,4.0,112.0,0.022625,45.0,7.0,11.0,0.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,5,7,4,1,1,4,0,5,0
33032,326911,0,9.0,27.0,1.0,27.0,0.009175,49.0,4.0,27.0,4.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,1,1,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,0,1,6,7,4,1,1,8,2,20,0
39780,141078,0,18.0,68.0,3.0,68.0,0.018209,25.0,1.0,6.0,5.0,1,1,0,1,1,0,2.0,3,3,12,0,0,0,0,0,0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,4,1,0,1,3,2,30,1
14830,277835,1,7.0,19.0,1.0,15.0,0.018029,36.0,4.0,2.0,11.0,1,1,0,1,0,0,3.0,3,3,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,0,1,16,0,5,0
56499,295487,0,14.0,55.0,4.0,45.0,0.0031219999999999,43.0,3.0,9.0,11.0,1,1,0,1,1,0,2.0,3,3,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,1,1,6,7,4,1,1,8,1,42,1
10173,295002,2,22.0,102.0,6.0,97.0,0.020713,44.0,5.0,14.0,12.0,1,1,0,1,0,0,4.0,3,3,10,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,1,1,6,7,4,1,1,3,5,42,1
13718,112135,2,11.0,50.0,3.0,42.0,0.0088659999999999,40.0,-1001.0,24.0,13.0,1,0,0,1,0,0,4.0,2,2,15,0,0,0,1,0,0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,0,0,0,0,6,3,4,1,1,17,4,57,0
66027,279836,0,9.0,68.0,3.0,68.0,0.019101,59.0,2.0,22.0,12.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,4,1,1,16,0,33,1
82715,164360,0,14.0,180.0,5.0,180.0,0.028663,55.0,4.0,32.0,9.0,1,1,0,1,1,0,2.0,2,2,8,0,0,0,0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0,0,1,1,0,4,4,1,1,3,5,28,1
17036,391660,0,5.0,30.0,2.0,22.0,0.031329,43.0,4.0,7.0,14.0,1,1,1,1,0,0,2.0,2,2,8,0,0,0,0,0,0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,7,4,1,2,8,4,13,0
66299,241459,0,20.0,90.0,3.0,90.0,0.026392,32.0,11.0,4.0,11.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,1,1,1,1,11,6,30,1
98050,308123,0,9.0,90.0,2.0,90.0,0.025164,55.0,12.0,10.0,10.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,1,4,4,1,0,0,5,0
49945,371733,2,18.0,9.0,1.0,9.0,0.01885,33.0,8.0,16.0,11.0,1,1,0,1,1,0,4.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,4,4,1,1,11,1,30,1
1625,383759,0,14.0,31.0,2.0,24.0,0.018801,53.0,4.0,2.0,4.0,1,1,0,1,0,0,2.0,2,2,7,0,0,0,0,0,0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,6,7,4,0,1,17,2,42,0
41744,338989,0,7.0,34.0,2.0,22.0,0.00712,24.0,3.0,8.0,4.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,0,1,7,4,1,5,16,2,40,0
35792,268057,0,90.0,113.0,3.0,96.0,0.031329,46.0,7.0,8.0,1.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,1,1,6,1,1,1,1,10,5,42,1
60752,258480,0,14.0,26.0,3.0,24.0,0.030755,35.0,8.0,19.0,12.0,1,1,1,1,0,0,1.0,2,2,14,0,0,0,0,0,0,3.0,1.0,3.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,7,4,3,1,14,4,42,0
53414,118050,2,14.0,180.0,6.0,180.0,0.035792,30.0,3.0,3.0,3.0,1,1,0,1,0,0,4.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,1,6,7,1,1,1,14,6,42,1
70728,195774,2,22.0,22.0,2.0,22.0,0.028663,36.0,14.0,19.0,11.0,1,1,0,1,0,0,4.0,2,2,8,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0,1,1,0,6,7,1,1,1,3,2,41,1
88478,280649,0,27.0,44.0,2.0,36.0,0.030755,43.0,14.0,21.0,11.0,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1,1,3,1,14,2,42,1
77526,236344,0,32.0,122.0,4.0,122.0,0.032561,54.0,4.0,21.0,8.0,1,1,1,1,1,1,2.0,1,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,0,6,1,0,1,1,10,2,5,1
3221,187859,0,16.0,22.0,2.0,19.0,0.0072739999999999,49.0,2.0,17.0,3.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,4,1,17,1,5,0
58394,443285,0,10.0,54.0,3.0,46.0,0.004849,59.0,8.0,10.0,14.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,0,1,17,6,11,1
52485,338992,1,12.0,29.0,2.0,29.0,0.018209,39.0,2.0,11.0,12.0,1,1,0,1,1,0,2.0,3,3,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,7,1,3,1,8,3,43,0
63517,407607,0,9.0,101.0,4.0,90.0,0.015221,39.0,9.0,5.0,8.0,1,1,1,1,1,0,2.0,2,2,10,0,0,0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,7,4,1,1,14,4,42,1
32870,150184,0,22.0,145.0,6.0,135.0,0.022625,44.0,19.0,7.0,8.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,1,1,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,7,4,1,1,8,6,55,1
71665,337117,3,10.0,27.0,1.0,27.0,0.0060079999999999,27.0,2.0,0.0,7.0,1,1,0,1,0,0,5.0,2,2,12,0,0,0,0,0,0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0,1,0,1,1,4,1,1,14,2,42,1
45365,338464,0,14.0,28.0,1.0,22.0,0.0096569999999999,30.0,8.0,14.0,10.0,1,1,1,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,7,1,1,1,8,1,5,0
87867,179978,0,22.0,81.0,3.0,68.0,0.016612,57.0,17.0,13.0,11.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,0,6,7,4,1,1,10,5,42,1
29810,146539,1,16.0,47.0,3.0,40.0,0.025164,43.0,3.0,9.0,5.0,1,1,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,1,7,4,3,1,8,4,5,0
4952,422146,0,13.0,81.0,3.0,72.0,0.035792,44.0,12.0,31.0,8.0,1,1,1,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,6,7,4,1,1,14,6,51,1
74803,181125,0,29.0,189.0,5.0,158.0,0.006305,34.0,2.0,7.0,2.0,1,1,0,1,0,0,2.0,3,3,10,0,0,0,1,1,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,7,4,1,1,1,3,5,34,1
75748,137566,0,16.0,52.0,4.0,45.0,0.018801,32.0,3.0,2.0,5.0,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,1,1,3,1,2,5,5,0
52154,211877,0,14.0,25.0,2.0,22.0,0.00712,39.0,1.0,16.0,11.0,1,1,1,1,0,0,1.0,2,2,16,0,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,7,4,2,1,8,4,7,1
27560,164854,0,29.0,79.0,6.0,68.0,0.006207,29.0,3.0,19.0,8.0,1,1,1,1,0,0,2.0,2,2,11,0,1,1,0,1,1,7.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0,1,1,1,1,7,1,1,5,17,4,5,0
77148,302017,1,14.0,100.0,7.0,93.0,0.022625,40.0,6.0,7.0,10.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,6,7,4,1,1,14,1,42,1
47275,199688,0,10.0,68.0,3.0,68.0,0.028663,56.0,-1001.0,0.0,9.0,1,0,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,2.0,0.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,3,4,1,1,17,4,57,1
75805,386933,1,27.0,81.0,4.0,81.0,0.004849,47.0,13.0,21.0,2.0,1,1,0,1,1,0,3.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,1,6,7,4,1,1,1,6,4,1
1578,366056,0,18.0,68.0,2.0,68.0,0.030755,41.0,4.0,4.0,14.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,0,6,7,4,1,1,10,1,5,1
67875,158231,1,36.0,175.0,6.0,160.0,0.0072739999999999,44.0,2.0,0.0,13.0,1,1,0,1,0,1,3.0,2,2,16,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,6,1,1,1,1,10,6,5,0
22924,147041,0,7.0,135.0,4.0,135.0,0.018029,64.0,-1001.0,7.0,13.0,1,0,0,1,0,0,2.0,3,3,12,0,0,0,0,0,0,10.0,3.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,6,3,4,1,1,17,0,57,0
20285,137113,1,18.0,101.0,3.0,72.0,0.022625,43.0,7.0,24.0,12.0,1,1,0,1,1,0,3.0,2,2,11,0,0,0,0,1,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,14,6,42,1
28479,333373,0,20.0,40.0,2.0,40.0,0.006852,56.0,6.0,8.0,9.0,1,1,0,1,0,0,2.0,3,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,6,1,4,1,1,10,6,42,1
48691,447794,0,14.0,90.0,4.0,90.0,0.035792,55.0,-1001.0,25.0,9.0,1,0,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,6.0,1.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,6,3,4,4,1,17,1,57,1
65244,395945,1,15.0,47.0,4.0,45.0,0.008575,47.0,6.0,9.0,2.0,1,1,0,1,0,0,3.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,1,7,1,1,1,6,0,26,1
97370,215293,1,24.0,46.0,1.0,36.0,0.007114,38.0,20.0,21.0,0.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,3.0,0.0,3.0,0.0,6.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,1,7,4,3,1,10,1,31,1
6971,441788,0,18.0,53.0,2.0,36.0,0.035792,40.0,17.0,24.0,14.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0,1,0,0,6,1,4,1,1,4,6,11,1
53741,232600,0,20.0,55.0,2.0,45.0,0.008019,50.0,2.0,19.0,5.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,7,4,2,1,8,0,5,1
77638,170906,0,11.0,30.0,1.0,30.0,0.00702,41.0,3.0,13.0,13.0,1,1,1,1,0,0,1.0,2,2,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,7,4,3,1,8,5,5,0
94114,280056,0,14.0,84.0,4.0,68.0,0.0196889999999999,26.0,4.0,21.0,6.0,1,1,0,1,0,0,2.0,2,2,13,1,1,0,1,1,0,5.0,0.0,5.0,0.0,4.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,1,2,1,1,6,2,5,1
42419,424617,0,18.0,68.0,5.0,68.0,0.028663,35.0,4.0,7.0,12.0,1,1,0,1,1,0,2.0,2,2,13,0,0,0,0,0,0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,5,7,4,1,1,8,0,55,1
12490,378763,2,14.0,27.0,1.0,27.0,0.025164,33.0,2.0,2.0,8.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,0,1,1,7.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,6,7,4,1,1,8,2,5,0
30589,336713,0,14.0,76.0,3.0,63.0,0.018029,39.0,4.0,22.0,13.0,1,1,1,1,1,0,1.0,3,3,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,1,4,3,1,3,6,42,1
42370,242415,0,14.0,90.0,3.0,90.0,0.072508,28.0,5.0,12.0,6.0,1,1,1,1,1,0,2.0,1,1,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,6,7,4,1,1,0,1,5,1
9044,257188,1,14.0,59.0,4.0,45.0,0.02461,29.0,3.0,15.0,8.0,1,1,1,1,1,0,3.0,2,2,17,0,0,0,0,1,1,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,7,4,1,1,2,2,5,0
61141,177379,1,14.0,51.0,3.0,47.0,0.006233,45.0,1.0,20.0,12.0,1,1,0,1,1,0,3.0,2,2,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,6,1,4,0,1,3,6,28,1
90497,366573,0,27.0,54.0,4.0,46.0,0.010556,28.0,4.0,4.0,8.0,1,1,0,1,0,1,2.0,3,3,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,1,5,7,1,1,1,10,2,33,1
60218,174141,0,27.0,90.0,4.0,90.0,0.011703,57.0,3.0,1.0,11.0,1,1,0,1,1,0,1.0,2,2,10,0,0,0,0,1,1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,1,1,2,1,0,2,3,1
60931,108873,0,16.0,13.0,1.0,9.0,0.032561,32.0,10.0,14.0,11.0,1,1,1,1,0,0,2.0,1,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,1,2,8,1,53,1
8510,131875,1,9.0,113.0,3.0,99.0,0.025164,46.0,28.0,19.0,1.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,1,1,6,7,4,1,1,2,0,28,1
38008,262261,0,22.0,15.0,2.0,14.0,0.025164,40.0,8.0,1.0,13.0,1,1,0,1,0,1,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,1,4,1,1,3,4,42,1
15488,412443,0,14.0,59.0,3.0,45.0,0.010147,44.0,12.0,10.0,12.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,7,4,1,1,14,2,42,0
92774,294153,0,22.0,25.0,3.0,22.0,0.006305,52.0,2.0,6.0,7.0,1,1,0,1,0,1,1.0,3,3,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,1,1,6,1,1,3,1,10,1,27,0
